SK_ID_CURR,TARGET
100001,0.05612142858131562
100005,0.27678449010703166
100013,0.03660571778784965
100028,0.0554294836893976
100038,0.16740061914777543
100042,0.02452198957863444
100057,0.012121563144510633
100065,0.05720331041681091
100066,0.020190097666155142
100067,0.0790682646645734
100074,0.046254954427223105
100090,0.06695269784902104
100091,0.12660844159621387
100092,0.09949508031239887
100106,0.08066561385523373
100107,0.23167372427855715
100109,0.05047544751721157
100117,0.02235751220356081
100128,0.11447783115187299
100141,0.05149724571423458
100150,0.026081410779946686
100168,0.018367936078411213
100169,0.06472742512466609
100170,0.18457856537016934
100171,0.0242096571872882
100172,0.0540511852311797
100184,0.07690136481875487
100187,0.05108830643060255
100212,0.05325736407908227
100222,0.06774086414194039
100223,0.02226785921362202
100232,0.020685011026854293
100241,0.13987525638279513
100245,0.023932549510847625
100253,0.022024895583810756
100256,0.05729545606325071
100271,0.014578316821622264
100278,0.3142510568605596
100280,0.01822445397127952
100306,0.17557394626118739
100311,0.14415264889997612
100312,0.030765333811332656
100330,0.20209368864177307
100331,0.031215170976908995
100352,0.16553834651591962
100358,0.06682186269784474
100367,0.03496272738839673
100382,0.1408151296360692
100384,0.17027481015259277
100385,0.08013122990188086
100386,0.02780562923304719
100399,0.051909344535950405
100404,0.03950156718122769
100416,0.025126448618678056
100422,0.05229328144332367
100426,0.027165489037080073
100438,0.025795188587980425
100444,0.16409613884737811
100445,0.16076728533462667
100446,0.07205572058026191
100447,0.022482973734098764
100450,0.0708862775998647
100466,0.023851065162394356
100483,0.021751583270885933
100484,0.03180928773312801
100494,0.04902361219128264
100510,0.16070681553264757
100512,0.02223332770092458
100517,0.029113964560878874
100548,0.021008917104684312
100551,0.13640532842315523
100552,0.22558658483313335
100553,0.02064036251107676
100561,0.26243461720203076
100568,0.2967126651837206
100569,0.018158891989619518
100591,0.06046106079562307
100592,0.03625709534592648
100602,0.057928521053158426
100607,0.09681430763840268
100613,0.08130635209451738
100617,0.10106923383883169
100618,0.3097834935983727
100622,0.1204486401239144
100625,0.07316376883740353
100677,0.1870627289301048
100699,0.05263350536259178
100702,0.32065934073947017
100711,0.04372196884243453
100729,0.1373919686942503
100740,0.1826958888557029
100744,0.1273866851055441
100745,0.08074662681748282
100747,0.155965929418032
100751,0.32194904277354025
100752,0.06114272532988854
100753,0.2635583344348587
100754,0.3601378141539441
100760,0.03750279701665197
100762,0.07577442366101089
100763,0.03985656286695095
100765,0.019008139606838163
100770,0.0666014008331222
100772,0.015003042856206369
100777,0.019570693770478088
100791,0.017699398440308066
100792,0.019807959538348633
100797,0.030073745292359767
100823,0.036423879426953236
100826,0.05514133692600553
100830,0.027418031388248165
100836,0.18000604550645796
100872,0.021091553533133432
100910,0.061364870427264004
100913,0.11409050548056264
100918,0.051913500836510335
100931,0.01284632564965857
100952,0.030814204849445574
100953,0.025556721377629227
100965,0.15832967142414106
100970,0.02163885100318231
100982,0.1210262297749121
100983,0.11389154038015908
100984,0.044674268039822176
100987,0.04830923166679435
100997,0.02823565417361158
100998,0.19359070588993818
101002,0.09942807451073019
101005,0.2084239364180507
101008,0.2956055910639773
101020,0.05570127752034337
101021,0.0433534786314197
101024,0.03522337881180271
101025,0.14426658702387024
101026,0.028849866677662858
101031,0.024135624025948474
101041,0.027137781253352544
101051,0.009657021954689647
101055,0.06578309235821161
101056,0.23168102395375564
101057,0.033772520199747844
101064,0.01565650282677959
101079,0.06872403837944643
101087,0.024526250596059673
101090,0.05191015497291774
101092,0.07999327534167253
101097,0.07760455942343066
101099,0.017414702707715314
101107,0.10017380430204645
101118,0.037658308835960275
101125,0.08828547385270066
101126,0.018220294677804044
101128,0.026528518608735754
101136,0.10212437553830861
101140,0.12480525615137505
101149,0.11986354017752164
101160,0.07007116740351385
101169,0.2851777777849328
101181,0.03707824347938807
101186,0.012142931880470722
101190,0.0354330157206579
101193,0.14150396216212366
101194,0.058354926137635
101198,0.18541889915650261
101200,0.03471192362097737
101204,0.03463797832364764
101211,0.056008676821343174
101213,0.04090897101079797
101223,0.0355836451088579
101225,0.08928887594333806
101237,0.04576744081714512
101243,0.06000754404115123
101244,0.08314612679448066
101258,0.03624822195827694
101259,0.18270312544397174
101268,0.1466099777329074
101269,0.03175545616767189
101271,0.06050183707080557
101279,0.07454003365353543
101281,0.09420028951488664
101287,0.14532171671898317
101292,0.03175436166892972
101294,0.03838167081192466
101296,0.0756080980158476
101297,0.02593487963215173
101299,0.04909846044843654
101301,0.03235440268704287
101305,0.03984202400626681
101308,0.14123777079661742
101318,0.0076474790773734674
101327,0.1848333781864753
101329,0.02477055885189527
101332,0.041421443325198225
101337,0.03574154188251826
101343,0.0323035561634197
101345,0.01969076261898386
101346,0.01507345717088059
101353,0.012932633104298367
101354,0.11805001467391216
101355,0.33199327926319777
101356,0.02281462373120857
101362,0.1349199279679933
101363,0.3751060555636769
101365,0.024218513638892727
101366,0.08848500435266761
101367,0.37396948992168066
101368,0.014790584757023169
101374,0.10334792744755081
101380,0.016031448962791673
101383,0.041910518298574895
101398,0.028322150178221744
101399,0.24882437347989766
101401,0.1675068614759994
101412,0.06102771403533097
101426,0.024085428522759463
101427,0.4157284302418101
101428,0.11178292974910392
101429,0.23325416663593757
101434,0.03889756803997066
101440,0.49132400282062705
101448,0.08654970583054652
101449,0.04916830887982188
101465,0.049986223222051714
101467,0.02386611300939032
101472,0.055346740083499234
101478,0.1607677090359517
101497,0.06336857461617064
101504,0.07236694643740596
101547,0.015811941182200816
101548,0.040114655179984415
101555,0.1092814383821334
101570,0.025248056384647395
101572,0.04157294487696645
101578,0.045513265494453906
101580,0.06668056117675068
101588,0.15787303267762048
101602,0.1554617122892683
101610,0.2205961735680951
101614,0.04867839759554634
101616,0.016977453854944587
101643,0.052793251611404
101644,0.028268572317546783
101649,0.048188850761351334
101650,0.07321388668698492
101665,0.0229646083084785
101667,0.07097732834707565
101669,0.05845885570710355
101674,0.049694793303354086
101675,0.02957018929467515
101678,0.08489615009047168
101682,0.06404916003048698
101686,0.04666173546623237
101697,0.2351514318998685
101700,0.2991187341512572
101711,0.039337144206339304
101714,0.044162642084432054
101715,0.23238936815306652
101728,0.036320914124479825
101732,0.02904647918986561
101757,0.24118677717694414
101758,0.05130172444140874
101759,0.050983886363009254
101762,0.018439363334327764
101764,0.05433251282386464
101780,0.2628136498220841
101784,0.019893528880811594
101789,0.027797075781546245
101816,0.04712687198136476
101819,0.023163439180360203
101827,0.011292166315045772
101863,0.051055437035712206
101867,0.039130913333852164
101870,0.02435566270040327
101873,0.17823118601631435
101878,0.11045611750903393
101879,0.053005905255883966
101880,0.01570735648599447
101887,0.050724607855309314
101897,0.019133986844668747
101901,0.08961208748911861
101903,0.191155915281873
101920,0.044678075441814555
101921,0.03547300042707553
101922,0.033379174857298216
101961,0.08648671762555057
101962,0.021759489020873178
101971,0.1080517730788376
101976,0.39291021977856705
102002,0.0938201172573901
102005,0.028142331764342186
102007,0.37233313200859347
102017,0.04323198429608111
102019,0.22161837321173652
102029,0.007189162969100834
102051,0.13648482161936298
102052,0.01513518840905671
102054,0.01814610689287993
102062,0.05596223468306644
102067,0.1473131011425622
102068,0.10810120597404259
102070,0.032885128356163695
102090,0.07214241286210966
102092,0.0387576176369402
102099,0.06732315959180475
102100,0.03232457189483261
102112,0.0862222253576392
102113,0.025239141802485845
102122,0.1400459732069593
102123,0.029809941149561103
102125,0.034182940927528487
102126,0.13557160495154616
102146,0.036527765676679
102147,0.0880707433117451
102151,0.05260409062921639
102158,0.11244120922115797
102159,0.020153733491690296
102162,0.07305932232534942
102165,0.03579954963673538
102166,0.02663964089976178
102174,0.03556963986271144
102193,0.13925545376831583
102198,0.026446078831219737
102205,0.19588501016955903
102206,0.013119940929776487
102218,0.026570308242394897
102221,0.028244963012010117
102230,0.0639842578105561
102238,0.06459263748240812
102248,0.06442961534928304
102252,0.14024593833010726
102259,0.05249810198875457
102262,0.2147912061132735
102273,0.0725637860975213
102286,0.09954384600772898
102293,0.010060970045270118
102294,0.03247538712234486
102296,0.0980582881155331
102298,0.054227228163064974
102303,0.02934318852340445
102309,0.029930429578938943
102315,0.049924585165961544
102340,0.040155341299285
102342,0.04602776686195729
102344,0.06901697355916928
102346,0.048571965318942645
102347,0.022661998659706174
102374,0.028039923053675198
102380,0.03797570482634056
102387,0.028848301094981488
102393,0.052992918388973374
102403,0.015482117905025522
102413,0.03269794076644589
102414,0.016849387599059257
102415,0.059766167050109696
102416,0.273553217910299
102439,0.03287797952808332
102441,0.038974808458746596
102443,0.023860540893271293
102444,0.09195556629638708
102445,0.10015889553269118
102448,0.03710934576885132
102449,0.05331918416833717
102450,0.20841818058547282
102456,0.04273625222519874
102458,0.14058148588114175
102459,0.05595958659425714
102465,0.0463926022629067
102470,0.11530400150401289
102471,0.03659318422330458
102475,0.0589820392159634
102476,0.11845534628920616
102506,0.05600806723803054
102509,0.034051952930288634
102519,0.020637025957911503
102522,0.07129620004749833
102545,0.04661545552428853
102549,0.04035077323314827
102562,0.02870616589090732
102563,0.0221076579704516
102568,0.08909332495770979
102582,0.08439598205637626
102592,0.0179338827498209
102597,0.09017980261507194
